"fabricante_oleo","modelo_oleo","viscosidade"
"KLUBER",NULL,"ISO VG 7"
"KLUBER",NULL,"Klüber Madol 913"
"KLUBER",NULL,"KlüberSummit PS-100"
"KLUBER",NULL,"Klüber-Summit PS-200"
"KLUBER",NULL,"Klüber Summit R 200"
"KLUBER",NULL,"NA"
"KLUBER",NULL,"NÃO INFORMADO"
"KLUBER",NULL,"NGLI 1-2"
"KLUBER",NULL,"NLGI 1"
"KLUBER",NULL,"NLGI 2"
"KLUBER",NULL,"S10"
"KLUBER",NULL,"SAE 15W40"
"KLUBER",NULL,"SAE 75W90"
"KLUBER",NULL,"ZH46"
"KOBELCO",NULL,"TO-30"
"KOMATSU","EO 15W-40","SAE 15W40"
"KOMATSU","HO","ISO VG 46"
"KOMATSU","HO46 – HM","ISO VG 46"
"KOMATSU","TO 30","SAE 30"
"KOMATSU",NULL,"-"
"KOMATSU",NULL,"1005"
"KOMATSU",NULL,"10w50"
"KOMATSU",NULL,"1 SHC"
"KOMATSU",NULL,"20W"
"KOMATSU",NULL,"30"
"KOMATSU",NULL,"30W"
"KOMATSU",NULL,"460 OH"
"KOMATSU",NULL,"50/50"
"KOMATSU",NULL,"550"
"KOMATSU",NULL,"60/40"
"KOMATSU",NULL,"68"
"KOMATSU",NULL,"80W"
"KOMATSU",NULL,"80W90"
"KOMATSU",NULL,"AF-NAC"
"KOMATSU",NULL,"ATF 200"
"KOMATSU",NULL,"AXO80"
"KOMATSU",NULL,"BP 46"
"KOMATSU",NULL,"Collant"
"KOMATSU",NULL,"Coolant"
"KOMATSU",NULL,"COOL-GARD"
"KOMATSU",NULL,"Glicol"
"KOMATSU",NULL,"HD 85W140"
"KOMATSU",NULL,"HO-46"
"KOMATSU",NULL,"HO-56"
"KOMATSU",NULL,"ISO VG 45"
"KOMATSU",NULL,"ISO VG 46"
"KOMATSU",NULL,"ISO VG 68"
"KOMATSU",NULL,"LUBRAX LITHPLUS HV 2"
"KOMATSU",NULL,"NÃO INFORMADO"
"KOMATSU",NULL,"No Informado"
"KOMATSU",NULL,"Óleo Diesel"
"KOMATSU",NULL,"Plus 85w140"
"KOMATSU",NULL,"S10"
"KOMATSU",NULL,"S500"
"KOMATSU",NULL,"SAE 0W30"
"KOMATSU",NULL,"SAE 10W"
"KOMATSU",NULL,"SAE 10W30"
"KOMATSU",NULL,"SAE 10W40"
"KOMATSU",NULL,"SAE 15W30"
"KOMATSU",NULL,"SAE 15W40"
"KOMATSU",NULL,"SAE 15W50"
"KOMATSU",NULL,"SAE 20W30"
"KOMATSU",NULL,"SAE 20W40"
"KOMATSU",NULL,"SAE 30"
"KOMATSU",NULL,"SAE 30W"
"KOMATSU",NULL,"SAE 46"
"KOMATSU",NULL,"SAE 80"
"KOMATSU",NULL,"SAE 80W140"
"KOMATSU",NULL,"SAE 85W140"
"KOMATSU",NULL,"SAE 90"
"KOMATSU",NULL,"TO-10"
"KOMATSU",NULL,"TO-30"
"KOMATSU",NULL,"TO-46"
"Komatsu do Brasil",NULL,"30W"
"Komatsu do Brasil",NULL,"AXO80"
"Komatsu do Brasil",NULL,"Coolant"
"Komatsu do Brasil",NULL,"HD 85W140"
"Komatsu do Brasil",NULL,"HM68"
"Komatsu do Brasil",NULL,"HO-46"
"Komatsu do Brasil",NULL,"HV46"
"Komatsu do Brasil",NULL,"ISO VG 46"
"Komatsu do Brasil",NULL,"NÃO INFORMADO"
"Komatsu do Brasil",NULL,"Óleo Diesel"
"Komatsu do Brasil",NULL,"SAE 10W"
"Komatsu do Brasil",NULL,"SAE 10W30"
"Komatsu do Brasil",NULL,"SAE 15W40"
"Komatsu do Brasil",NULL,"SAE 15W50"
"Komatsu do Brasil",NULL,"SAE 20W30"
"Komatsu do Brasil",NULL,"SAE 30"
"Komatsu do Brasil",NULL,"SAE 46"
"Komatsu do Brasil",NULL,"SAE 90"
"Komatsu do Brasil",NULL,"TO-10"
"Komatsu do Brasil",NULL,"TO-30"
"Komatsu do Brasil",NULL,"TO-46"
"KROON-OIL",NULL,"ATF"
"LEYBOLD",NULL,"-"
"LEYBOLD",NULL,"ISO 100"
"LEYBOLD",NULL,"ISO VG 100"
"LEYBOLD",NULL,"ISO VG 220"
"LEYBOLD",NULL,"ISO VG 68"
"LIEBHERR","Motoroil","SAE 10W40"
"LIEBHERR",NULL,"-"
"LIEBHERR",NULL,"1 ATF"
"LIEBHERR",NULL,"220"
"LIEBHERR",NULL,"68"
"LIEBHERR",NULL,"80W"
"LIEBHERR",NULL,"80w140"
"LIEBHERR",NULL,"80W90"
"LIEBHERR",NULL,"85W40"
"LIEBHERR",NULL,"85W90"
"LIEBHERR",NULL,"ATF"
"LIEBHERR",NULL,"ATF MD3"
"LIEBHERR",NULL,"AW 68 HLP"
"LIEBHERR",NULL,"Coolant"
"LIEBHERR",NULL,"HD 85W140"
"LIEBHERR",NULL,"ISO 100"
"LIEBHERR",NULL,"ISO 220"
"LIEBHERR",NULL,"ISO 68"
"LIEBHERR",NULL,"ISO VG 100"
"LIEBHERR",NULL,"ISO VG 220"
"LIEBHERR",NULL,"ISO VG 68"
"LIEBHERR",NULL,"NÃO INFORMADO"
"LIEBHERR",NULL,"S10"
"LIEBHERR",NULL,"SAE 10W30"
"LIEBHERR",NULL,"SAE 10W40"
"LIEBHERR",NULL,"SAE 15W40"
"LIEBHERR",NULL,"SAE 50"
"LIEBHERR",NULL,"SAE 75W140"
"LIEBHERR",NULL,"SAE 75W90"
"LIEBHERR",NULL,"SAE 85W140"
"LIEBHERR",NULL,"SAE 90"
"LIEBHERR",NULL,"TELLUS 68"
"LONGEVIA",NULL,"-"
"LUBEX",NULL,"GRAU 130"
"LUBEX",NULL,"ISO VG 220"
"LUBEX",NULL,"SAE 15W40"
"LUBEX",NULL,"SAE 20W30"
"LUBRAX","AVANTE","SAE 10W40"
"LUBRAX","COMPSOR RF","ISO 46"
"LUBRAX","COMPSOR RF","ISO VG 100"
"LUBRAX","COMPSOR RF","ISO VG 46"
"LUBRAX","COMPSOR RF","ISO VG 68"
"LUBRAX","EXTRA TURBO CH-4","SAE 15W40"
"LUBRAX","GAS 40","SAE 40"
"LUBRAX","Gear","ISO VG 680"
"LUBRAX","GEAR","ISO 220"
"LUBRAX","GEAR","ISO 320"
"LUBRAX","GEAR","ISO 68"
"LUBRAX","GEAR","ISO VG 150"
"LUBRAX","Gear 460","ISO 460"
"LUBRAX","GL 5","80W90"
"LUBRAX","GL 5","SAE 85W140"
"LUBRAX","GL 5 LS","SAE 85W140"
"LUBRAX","GL 5 LS","SAE 90"
"LUBRAX","GOLD","SAE 75W90"
"LUBRAX","GOLD","SAE 85W140"
"LUBRAX","HYDRA","ISO 100"
"LUBRAX","HYDRA","ISO 32"
"LUBRAX","HYDRA","ISO 320"
"LUBRAX","HYDRA","ISO 68"
"LUBRAX","HYDRA","ISO VG 150"
"LUBRAX","HYDRA","ISO VG 46"
"LUBRAX","HYDRA HV","ISO 68"
"LUBRAX","HYDRA HV","ISO VG 15"
"LUBRAX","HYDRA HV","ISO VG 46"
"LUBRAX","HYDRA XP","ISO 32"
"LUBRAX","HYDRA XP","ISO 46"
"LUBRAX","HYDRA XP","ISO 68"
"LUBRAX","HYDRA XP","ISO VG 15"
"LUBRAX","HYDRA XP","ISO VG 150"
"LUBRAX","HYDRA XP","ISO VG 46"
"LUBRAX","Lubrax TRM 4","80W"
"LUBRAX","TDX","ATF"
"LUBRAX","TOP TURBO","SAE 15W40"
"LUBRAX","TOP TURBO PRO","SAE 15W40"
"LUBRAX","TRM 4","80W"
"LUBRAX","TRM 5","SAE 85W140"
"LUBRAX","TURBINA EP","ISO 100"
"LUBRAX","TURBINA EP","ISO 32"
"LUBRAX","TURBINA EP","ISO 68"
"LUBRAX","TURBINA EP","ISO VG 46"
"LUBRAX","TURBO ME","SAE 40"
"LUBRAX","UNITRACTOR","SAE 10W30"
"LUBRAX","UNITRACTOR PREMIUM","SAE 10W30"
"LUBRAX","UTILE OT","ISO 100"
"LUBRAX","UTILE OT","ISO VG 46"
"LUBRAX","VALORA OFFROAD","SAE 5W30"
"LUBRAX",NULL,"-"
"LUBRAX",NULL,"10 EXCEL 32"
"LUBRAX",NULL,"10w50"
"LUBRAX",NULL,"1 ATF"
"LUBRAX",NULL,"200D"
"LUBRAX",NULL,"20W"
"LUBRAX",NULL,"20W20"
"LUBRAX",NULL,"220"
"LUBRAX",NULL,"220 EP"
"LUBRAX",NULL,"30"
"LUBRAX",NULL,"30W"
"LUBRAX",NULL,"32"
"LUBRAX",NULL,"320"
"LUBRAX",NULL,"40 (INACTIVO)"
"LUBRAX",NULL,"41-141"
"LUBRAX",NULL,"424"
"LUBRAX",NULL,"46"
"LUBRAX",NULL,"460"
"LUBRAX",NULL,"4600"
"LUBRAX",NULL,"460 OH"
"LUBRAX",NULL,"50"
"LUBRAX",NULL,"500"
"LUBRAX",NULL,"50/50"
"LUBRAX",NULL,"50M"
"LUBRAX",NULL,"50W"
"LUBRAX",NULL,"5W20"
"LUBRAX",NULL,"5W40"
"LUBRAX",NULL,"600 XP 100"
"LUBRAX",NULL,"600 XP 150"
"LUBRAX",NULL,"600 XP 220"
"LUBRAX",NULL,"600 XP 320"
"LUBRAX",NULL,"600 XP 460"
"LUBRAX",NULL,"600 XP 68"
"LUBRAX",NULL,"68"
"LUBRAX",NULL,"680"
"LUBRAX",NULL,"70W80"
"LUBRAX",NULL,"70W90"
"LUBRAX",NULL,"75W80"
"LUBRAX",NULL,"80W"
"LUBRAX",NULL,"80w140"
"LUBRAX",NULL,"80W85"
"LUBRAX",NULL,"80W90"
"LUBRAX",NULL,"80W95"
"LUBRAX",NULL,"85W40"
"LUBRAX",NULL,"85W90"
"LUBRAX",NULL,"90"
"LUBRAX",NULL,"AT101"
"LUBRAX",NULL,"AT102"
"LUBRAX",NULL,"ATF"
"LUBRAX",NULL,"ATF 200"
"LUBRAX",NULL,"AW 68 HLP"
"LUBRAX",NULL,"BP 46"
"LUBRAX",NULL,"Coolant"
"LUBRAX",NULL,"COOL-GARD"
"LUBRAX",NULL,"Fluide DA"
"LUBRAX",NULL,"Glicol"
"LUBRAX",NULL,"GRAU 100"
"LUBRAX",NULL,"GRAU 180"
"LUBRAX",NULL,"GRAU 29"
"LUBRAX",NULL,"GRAU 400"
"LUBRAX",NULL,"GRAU 440"
"LUBRAX",NULL,"GRAU 86"
"LUBRAX",NULL,"HD 10"
"LUBRAX",NULL,"HD 50"
"LUBRAX",NULL,"HD 60"
"LUBRAX",NULL,"HD 85W140"
"LUBRAX",NULL,"HD - A 85W90"
"LUBRAX",NULL,"HIDROBAK HV 68"
"LUBRAX",NULL,"HM68"
"LUBRAX",NULL,"HO-46"
"LUBRAX",NULL,"HYGARD"
"LUBRAX",NULL,"ISO 100"
"LUBRAX",NULL,"ISO 120"
"LUBRAX",NULL,"ISO 220"
"LUBRAX",NULL,"ISO 245"
"LUBRAX",NULL,"ISO 32"
"LUBRAX",NULL,"ISO 320"
"LUBRAX",NULL,"ISO 3200"
"LUBRAX",NULL,"ISO 46"
"LUBRAX",NULL,"ISO 460"
"LUBRAX",NULL,"ISO 68"
"LUBRAX",NULL,"ISO VG 10"
"LUBRAX",NULL,"ISO VG 100"
"LUBRAX",NULL,"ISO VG 1000"
"LUBRAX",NULL,"ISO VG 15"
"LUBRAX",NULL,"ISO VG 150"
"LUBRAX",NULL,"ISO VG 220"
"LUBRAX",NULL,"ISO VG 27"
"LUBRAX",NULL,"ISO VG 32"
"LUBRAX",NULL,"ISO VG 320"
"LUBRAX",NULL,"ISO VG 46"
"LUBRAX",NULL,"ISO VG 460"
"LUBRAX",NULL,"ISO VG 68"
"LUBRAX",NULL,"ISO VG 680"
"LUBRAX",NULL,"ISO VG 68 (duplicado)"
"LUBRAX",NULL,"LHM Plus"
"LUBRAX",NULL,"LUBRAX LITHPLUS HV 2"
"LUBRAX",NULL,"M 420"
"LUBRAX",NULL,"N 32"
"LUBRAX",NULL,"NA"
"LUBRAX",NULL,"NÃO INFORMADO"
"LUBRAX",NULL,"Óleo Diesel"
"LUBRAX",NULL,"OMALA 220"
"LUBRAX",NULL,"Plus 50"
"LUBRAX",NULL,"PLUS 50 II"
"LUBRAX",NULL,"Plus 85w140"
"LUBRAX",NULL,"ROTO Z"
"LUBRAX",NULL,"S10"
"LUBRAX",NULL,"S500"
"LUBRAX",NULL,"SAE 0W20"
"LUBRAX",NULL,"SAE 0W50"
"LUBRAX",NULL,"SAE 10W"
"LUBRAX",NULL,"SAE 10W30"
"LUBRAX",NULL,"SAE 10W40"
"LUBRAX",NULL,"SAE 140"
"LUBRAX",NULL,"SAE 140."
"LUBRAX",NULL,"SAE 15W30"
"LUBRAX",NULL,"SAE 15W40"
"LUBRAX",NULL,"SAE 15W50"
"LUBRAX",NULL,"SAE 20"
"LUBRAX",NULL,"SAE 20W30"
"LUBRAX",NULL,"SAE 20W40"
"LUBRAX",NULL,"SAE 20W50"
"LUBRAX",NULL,"SAE 20W60"
"LUBRAX",NULL,"SAE 30"
"LUBRAX",NULL,"SAE 30W"
"LUBRAX",NULL,"SAE 40"
"LUBRAX",NULL,"SAE 46"
"LUBRAX",NULL,"SAE 50"
"LUBRAX",NULL,"SAE 5W30"
"LUBRAX",NULL,"SAE 5W40"
"LUBRAX",NULL,"SAE 60"
"LUBRAX",NULL,"SAE 75W140"
"LUBRAX",NULL,"SAE 75W80"
"LUBRAX",NULL,"SAE 75W85"
"LUBRAX",NULL,"SAE 75W90"
"LUBRAX",NULL,"SAE 80"
"LUBRAX",NULL,"SAE 80W140"
"LUBRAX",NULL,"SAE 80W90"
"LUBRAX",NULL,"SAE 85W140"
"LUBRAX",NULL,"SAE 90"
"LUBRAX",NULL,"Seriola 1510"
"LUBRAX",NULL,"TDH SPECIAL"
"LUBRAX",NULL,"TELLUS 46"
"LUBRAX",NULL,"THF GRANS"
"LUBRAX",NULL,"TO-10"
"LUBRAX",NULL,"TO-30"
"LUBRAX",NULL,"TO-46"
"LUBRAX",NULL,"TURBINA R 68"
"LUBRAX",NULL,"VG 68"
"Lubri Motors",NULL,"68"
"Lubri Motors",NULL,"ISO VG 100"
"Lubri Motors",NULL,"SAE 85W140"
"LUBRISINT",NULL,"-"
"LUBRISINT",NULL,"5W20"
"LUBRISINT",NULL,"68"
"LUBRISINT",NULL,"ISO 68"
"LUBRISINT",NULL,"ISO VG 150"
"LUBRISINT",NULL,"ISO VG 680"
"LUBRISINT",NULL,"SAE 90"
"LUBRIZOL","EMKARATE RL170H","-"
"LUBRIZOL",NULL,"68"
"LUBRIZOL",NULL,"ISO 68"
"LUBRIZOL",NULL,"ISO VG 10"
"LUBRIZOL",NULL,"ISO VG 220"
"LUBRIZOL",NULL,"ISO VG 68"
"LUBRIZOL",NULL,"SAE 75W90"
"LUBRIZOL",NULL,"SAE 80W90"
"MacDermid",NULL,"-"
"MARGOIL",NULL,"DTE 26"
"MATRIX SPECIALTY LUBRICANT",NULL,"ISO 220"
"MAXEON",NULL,"N 32"
"MAXEON",NULL,"SAE 10W40"
"MAXIMO",NULL,"Plus 85w140"
"MAXIMO",NULL,"SAE 85W140"
"MERCEDES BENZ",NULL,"-"
"MERCEDES BENZ",NULL,"50/50"
"MERCEDES BENZ",NULL,"75W80"
"MERCEDES BENZ",NULL,"80W"
"MERCEDES BENZ",NULL,"80W90"
"MERCEDES BENZ",NULL,"85W90"
"MERCEDES BENZ",NULL,"ISO VG 68"
"MERCEDES BENZ",NULL,"SAE 10W40"
"MERCEDES BENZ",NULL,"SAE 15W30"
"MERCEDES BENZ",NULL,"SAE 15W40"
"MERCEDES BENZ",NULL,"SAE 50"
"MERCEDES BENZ",NULL,"SAE 75W85"
"MERCEDES BENZ",NULL,"SAE 75W90"
"MERCEDES BENZ",NULL,"SAE 80"
"MERCEDES BENZ",NULL,"SAE 80W90"
"MERCEDES BENZ",NULL,"SAE 85W140"
"MERCEDES BENZ",NULL,"SAE 90"
"Mercedes Benz do Brasil",NULL,"-"
"Mercedes Benz do Brasil",NULL,"1340"
"Mercedes Benz do Brasil",NULL,"80W"
"Mercedes Benz do Brasil",NULL,"80W90"
"Mercedes Benz do Brasil",NULL,"85W90"
"Mercedes Benz do Brasil",NULL,"Coolant"
"Mercedes Benz do Brasil",NULL,"ISO 68"
"Mercedes Benz do Brasil",NULL,"ISO VG 68"
"Mercedes Benz do Brasil",NULL,"NÃO INFORMADO"
"Mercedes Benz do Brasil",NULL,"SAE 15W40"
"Mercedes Benz do Brasil",NULL,"SAE 75W85"
"Mercedes Benz do Brasil",NULL,"SAE 75W90"
"Mercedes Benz do Brasil",NULL,"SAE 80W90"
"Mercedes Benz do Brasil",NULL,"SAE 85W140"
"Mercedes Benz do Brasil",NULL,"SAE 90"
"MERITOR",NULL,"SAE 85W140"
"MOBIL","CAT DEO","SAE 15W40"
"MOBIL","DELVAC 1300 SUPER","SAE 10W30"
"MOBIL","DELVAC 1300 SUPER","SAE 15W40"
"MOBIL","DELVAC MODERN SUPER DEFENSE V3","SAE 15W40"
"MOBIL","Diol 9 RF","SAE 20W40"
"MOBIL","DTE 10 EXCEL","ISO 32"
"MOBIL","DTE 10 EXCEL","ISO VG 15"
"MOBIL","DTE 10 EXCEL","ISO VG 150"
"MOBIL","DTE 10 EXCEL","ISO VG 32"
"MOBIL","DTE 10 EXCEL","ISO VG 46"
"MOBIL","DTE 10 EXCEL","ISO VG 68"
"MOBIL","DTE 24 ULTRA","ISO VG 32"
"MOBIL","DTE 25 ULTRA","DTE 25"
"MOBIL","DTE 25 ULTRA","ISO VG 46"
"MOBIL","DTE 26 ULTRA","DTE 26"
"MOBIL","DTE 26 ULTRA","ISO VG 68"
"MOBIL","DTE 27 ULTRA","DTE 27"
"MOBIL","DTE 732","ISO VG 32"
"MOBIL","DTE 832","ISO VG 32"
"MOBIL","DTE 846","846"
"MOBIL","DTE 846","ISO VG 46"
"MOBIL","DTE HEAVY MEDIUM","DTE Heavy Medium"
"MOBIL","DTE HEAVY MEDIUM","ISO VG 68"
"MOBIL","DTE HEAVY MEDIUM.","ISO VG 68"
"MOBIL","DTE LIGHT","Dte light"
"MOBIL","DTE LIGHT","ISO VG 32"
"MOBIL","DTE MEDIUM","ISO VG 46"
"MOBIL","DTE PM","ISO VG 220"
"MOBIL","FLEET CHARGE 50% 1400","-"
"MOBIL","Mobil","ISO VG 680"
"MOBIL","Mobil ATF","ATF DM"
"MOBIL","Mobil Aviation Grease","SHC 100"
"MOBIL","Mobil Delvac","1 ATF"
"MOBIL","Mobil Delvac","80W90"
"MOBIL","Mobil Delvac","85W90"
"MOBIL","Mobil Delvac 1 ESP","SAE 5W40"
"MOBIL","Mobil Delvac 1 LE","SAE 5W30"
"MOBIL","Mobil Delvac 1 Transmission Fluid MBT","SAE 75W90"
"MOBIL","Mobil Delvac Extemded Life","50/50"
"MOBIL","Mobil Delvac Extended Life","50/50"
"MOBIL","Mobil Delvac Extreme","SAE 15W40"
"MOBIL","Mobil Delvac F2","1340"
"MOBIL","Mobil Delvac MX","SAE 15W40"
"MOBIL","Mobil Delvac MX ESP (Evolution)","SAE 15W40"
"MOBIL","Mobil Delvac Super 1400 V2","SAE 15W40"
"MOBIL","Mobil Delvac Synthetic Transmission Fluid 50","SAE 50"
"MOBIL","Mobil Delvac XHP ESP","SAE 10W40"
"MOBIL","Mobil Delvac XHP Extra","SAE 10W40"
"MOBIL","Mobil Dexron - VI","ATF"
"MOBIL","Mobil DTE","746"
"MOBIL","Mobil DTE","768"
"MOBIL","Mobil DTE","ISO 46"
"MOBIL","Mobil DTE","ISO VG 46"
"MOBIL","Mobil DTE FM","ISO VG 32"
"MOBIL","Mobil DTE FM","ISO VG 68"
"MOBIL","Mobil EAL Arctic","ISO VG 46"
"MOBIL","Mobil EAL Arctic 220","ISO 220"
"MOBIL","MOBILFLUID 428","SAE 10W30"
"MOBIL","Mobilgard","80W90"
"MOBIL","Mobilgard","SAE 85W140"
"MOBIL","Mobilgard ADL","SAE 40"
"MOBIL","Mobil Gargoyle Artic SHC","226E"
"MOBIL","Mobilgear","600 XP 150"
"MOBIL","Mobilgear","600 XP 320"
"MOBIL","Mobilgear","600 XP 68"
"MOBIL","Mobilgear","600 XP 680"
"MOBIL","Mobilgear 600 XP","600 XP 220"
"MOBIL","Mobilgear 600 XP","ISO VG 100"
"MOBIL","Mobilgear 600 XP","ISO VG 150"
"MOBIL","Mobilgear 600 XP","ISO VG 220"
"MOBIL","Mobilgear 600 XP","ISO VG 320"
"MOBIL","Mobilgear 600 XP","ISO VG 460"
"MOBIL","Mobilgear 600 XP","ISO VG 680"
"MOBIL","MobilGear 600 XP","ISO 68"
"MOBIL","MobilGear 600 XP","ISO VG 68"
"MOBIL","Mobilgear SHC XMP","ISO 320"
"MOBIL","Mobilgear SHC XMP","ISO 460"
"MOBIL","Mobil Glygoyle","ISO 460"
"MOBIL","Mobil Glygoyle","ISO VG 68"
"MOBIL","Mobilgrease XHP 681","681"
"MOBIL","Mobil Hidraulic","AW 68 HLP"
"MOBIL","Mobil Hidraulic","SAE 10W"
"MOBIL","Mobilith SHC","ISO 220"
"MOBIL","Mobilith SHC","ISO 460"
"MOBIL","Mobilith SHC","ISO VG 100"
"MOBIL","Mobilmet","424"
"MOBIL","Mobil Pegasus 605 Ultra 40","SAE 40"
"MOBIL","Mobil Permazone 50/50 Prediluted Antifreeze","50/50"
"MOBIL","Mobil SHC","624"
"MOBIL","Mobil SHC","626"
"MOBIL","Mobil SHC","629"
"MOBIL","Mobil SHC","630"
"MOBIL","Mobil SHC","632"
"MOBIL","Mobil SHC","634"
"MOBIL","Mobil SHC","639"
"MOBIL","Mobil SHC","ISO VG 68"
"MOBIL","Mobil SHC aware H","ISO VG 68"
"MOBIL","Mobil SHC Cibus","ISO 220"
"MOBIL","Mobil SHC Cibus","ISO 460"
"MOBIL","Mobil SHC Cibus","ISO VG 150"
"MOBIL","Mobil SHC Gear","ISO 220"
"MOBIL","Mobil SHC Gear","ISO 320"
"MOBIL","Mobil SHC Gear","ISO 460"
"MOBIL","Mobil SHC Gear","ISO VG 150"
"MOBIL","Mobil SHC Grease","460 WT"
"MOBIL","Mobil SHC Rarus","ISO VG 46"
"MOBIL","Mobil SHC Rarus","ISO VG 68"
"MOBIL","Mobiltherm","ISO VG 680"
"MOBIL","Mobiltherm 605","ISO VG 32"
"MOBIL","Mobiltherm 610","-"
"MOBIL","Mobiltrans HD","HD 50"
"MOBIL","Mobilube HD LS","80W90"
"MOBIL","Mobilube LS 85W140","SAE 85W140"
"MOBIL","Mobilub HD","HD 80W90"
"MOBIL","Mobilub HD","HD 85W140"
"MOBIL","Mobilub HD","HD - A 85W90"
"MOBIL","MOBILUB HD","SAE 80W90"
"MOBIL","Mobil Vacuoline ","528"
"MOBIL","Mobil Vacuum","Pump Oil"
"MOBIL","Mobil Velocite Nº6","ISO VG 10"
"MOBIL","Nuto H","ISO VG 32"
"MOBIL","Nuto H","ISO VG 46"
"MOBIL","Nuto H","ISO VG 68"
"MOBIL","Polyrex EM","Polyrex EM"
"MOBIL","SHC gear OH","ISO VG 460"
"MOBIL","SHC gear OH","ISO VG 680"
"MOBIL","SHC Gear OH","ISO VG 320"
"MOBIL","Spartan EP","ISO 320"
"MOBIL","Spartan EP","ISO 460"
"MOBIL","Spartan EP","ISO VG 150"
"MOBIL","Spartan EP 220","ISO 220"
"MOBIL","Super Cylinder Oil","600 W"
"MOBIL","Unives","ISO VG 46"
"MOBIL","Unives","ISO VG 68"
"MOBIL","Unives","N 32"
"MOBIL","UNIVIS N","ISO VG 46"
"MOBIL",NULL,"-"
"MOBIL",NULL,"1340"
"MOBIL",NULL,"13 RF 40"
"MOBIL",NULL,"150"
"MOBIL",NULL,"16000"
"MOBIL",NULL,"1 ATF"
"MOBIL",NULL,"1 SHC"
"MOBIL",NULL,"220"
"MOBIL",NULL,"220 EP"
"MOBIL",NULL,"226E"
"MOBIL",NULL,"25000"
"MOBIL",NULL,"30W"
"MOBIL",NULL,"32"
"MOBIL",NULL,"320"
"MOBIL",NULL,"360"
"MOBIL",NULL,"40W"
"MOBIL",NULL,"41-141"
"MOBIL",NULL,"424"
"MOBIL",NULL,"428"
"MOBIL",NULL,"46"
"MOBIL",NULL,"460"
"MOBIL",NULL,"4600"
"MOBIL",NULL,"460 OH"
"MOBIL",NULL,"460 WT"
"MOBIL",NULL,"50/50"
"MOBIL",NULL,"50W"
"MOBIL",NULL,"524"
"MOBIL",NULL,"528"
"MOBIL",NULL,"5W40"
"MOBIL",NULL,"600 W"
"MOBIL",NULL,"600 XP 100"
"MOBIL",NULL,"600 XP 150"
"MOBIL",NULL,"600 XP 220"
"MOBIL",NULL,"600 XP 320"
"MOBIL",NULL,"600 xp 3200"
"MOBIL",NULL,"600 XP 460"
"MOBIL",NULL,"600 XP 68"
"MOBIL",NULL,"600 XP 680"
"MOBIL",NULL,"610"
"MOBIL",NULL,"624"
"MOBIL",NULL,"626"
"MOBIL",NULL,"627"
"MOBIL",NULL,"629"
"MOBIL",NULL,"630"
"MOBIL",NULL,"632"
"MOBIL",NULL,"634"
"MOBIL",NULL,"636"
"MOBIL",NULL,"639"
"MOBIL",NULL,"68"
"MOBIL",NULL,"680"
"MOBIL",NULL,"681"
"MOBIL",NULL,"70W"
"MOBIL",NULL,"746"
"MOBIL",NULL,"75W"
"MOBIL",NULL,"75W80"
"MOBIL",NULL,"768"
"MOBIL",NULL,"8000"
"MOBIL",NULL,"80W"
"MOBIL",NULL,"80w140"
"MOBIL",NULL,"80W85"
"MOBIL",NULL,"80W90"
"MOBIL",NULL,"85W40"
"MOBIL",NULL,"85W90"
"MOBIL",NULL,"90"
"MOBIL",NULL,"9000"
"MOBIL",NULL,"ATF"
"MOBIL",NULL,"ATF 200"
"MOBIL",NULL,"ATF 3309"
"MOBIL",NULL,"ATF DM"
"MOBIL",NULL,"ATF MD3"
"MOBIL",NULL,"AW32"
"MOBIL",NULL,"AW 68 HLP"
"MOBIL",NULL,"Collant"
"MOBIL",NULL,"Coolant"
"MOBIL",NULL,"COOL-GARD"
"MOBIL",NULL,"DOT 5.1"
"MOBIL",NULL,"DTE 24"
"MOBIL",NULL,"DTE 25"
"MOBIL",NULL,"DTE 26"
"MOBIL",NULL,"DTE 46"
"MOBIL",NULL,"DTE Heavy Medium"
"MOBIL",NULL,"EOS E2"
"MOBIL",NULL,"EP 2"
"MOBIL",NULL,"EP 22 M"
"MOBIL",NULL,"FM 101"
"MOBIL",NULL,"Glicol"
"MOBIL",NULL,"GRAU 100"
"MOBIL",NULL,"GS 333"
"MOBIL",NULL,"GX 80W90"
"MOBIL",NULL,"HD 10"
"MOBIL",NULL,"HD 30"
"MOBIL",NULL,"HD 50"
"MOBIL",NULL,"HD 85W140"
"MOBIL",NULL,"HM68"
"MOBIL",NULL,"HV46"
"MOBIL",NULL,"Hydrau"
"MOBIL",NULL,"HYGARD"
"MOBIL",NULL,"ISO 100"
"MOBIL",NULL,"ISO 220"
"MOBIL",NULL,"ISO 245"
"MOBIL",NULL,"ISO 32"
"MOBIL",NULL,"ISO 320"
"MOBIL",NULL,"ISO 3200"
"MOBIL",NULL,"ISO 360"
"MOBIL",NULL,"ISO 46"
"MOBIL",NULL,"ISO 460"
"MOBIL",NULL,"ISO 68"
"MOBIL",NULL,"ISO VG 10"
"MOBIL",NULL,"ISO VG 100"
"MOBIL",NULL,"ISO VG 1000"
"MOBIL",NULL,"ISO VG 15"
"MOBIL",NULL,"ISO VG 150"
"MOBIL",NULL,"ISO VG 1500"
"MOBIL",NULL,"ISO VG 22"
"MOBIL",NULL,"ISO VG 220"
"MOBIL",NULL,"ISO VG 25"
"MOBIL",NULL,"ISO VG 26"
